x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
-74.151961809999989,4.671079530000043,870,KR 104 X AV CENTENARIO (DG 16),FONTIBON,"VEHICULAR, PEATONAL",SIN,2005-12-26
-74.152350169999977,4.680127950000042,878,KR 112 X CL 17,FONTIBON,"VEHICULAR, PEATONAL",SIN,2007-06-13
-74.168932539999957,4.694354260000068,913,KR 135 X AV CENTENARIO (AC 17),FONTIBON,"VEHICULAR, PEATONAL",SIN,2003-12-30
-74.163598739999941,4.690074840000022,904,AV DEL TAM (AK 128) X AV CENTENARIO (AC 17),FONTIBON,VEHICULAR,SIN,1997-10-17
-74.130447419999939,4.66611615000005,800,AV CIUDAD DE CALI (AK 86) X AV FERROCARRIL DE OCCIDENTE (AC 22),FONTIBON,"VEHICULAR, PEATONAL",SIN,2000-02-01
-74.126021179999952,4.666269040000032,792,KR 82 X CL 23,FONTIBON,VEHICULAR,SIN,1993-12-30
-74.119811479999953,4.66611467000007,774,KR 75 X AV LUIS CARLOS GALAN (AC 24),FONTIBON,"VEHICULAR, PEATONAL",SIN,1989-10-11
-74.127960507999944,4.669092609000074,797,AV CIUDAD DE CALI (AK 86) X CL 23,FONTIBON,EXCLUSIVA PEATONAL,BOTON,2000-01-13
-74.134050859999945,4.681533530000024,813,KR 100 X AV LUIS CARLOS GALAN (AC 24) ,FONTIBON,"VEHICULAR, PEATONAL",SIN,1997-10-20
-74.13311675999995,4.68226339000006,809,KR 100 X DG 24C,FONTIBON,"VEHICULAR, PEATONAL",SIN,1997-10-04
-74.147783869999955,4.677881030000037,862,AK 106 X CL 18,FONTIBON,"VEHICULAR, PEATONAL",SIN,2006-11-03
-74.142201819999968,4.668084840000063,839,KR 96C X CL 17,FONTIBON,"VEHICULAR, PEATONAL",SIN,1994-11-19
-74.136387239999976,4.672170710000046,823,KR 96C X AV FERROCARRIL DE OCCIDENTE (AC 22),FONTIBON,VEHICULAR,SIN,1993-12-20
-74.138619449999965,4.678541490000043,832,KR 100 X CL 22K,FONTIBON,"VEHICULAR, PEATONAL",SIN,2004-12-03
-74.136677979999945,4.679515740000056,824,KR 100 X CL 23D,FONTIBON,"VEHICULAR, PEATONAL","BOTON, SONORO",2004-12-10
-74.136050179999984,4.679978310000024,822,KR 100 X CL 23G,FONTIBON,"VEHICULAR, PEATONAL","BOTON, SONORO",2004-12-10
-74.133369309999978,4.662429390000057,808,AV CIUDAD DE CALI (AK 86) X CL 19A,FONTIBON,"VEHICULAR, PEATONAL",SIN,2008-04-23
-74.118268119999982,4.688609380000059,765,TV 93 X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-05-10
-74.120552689999954,4.692124140000033,776,AK 96 X AV JOSE CELESTINO MUTIS (AC 63) ,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-05-11
-74.117796139999939,4.695013700000061,762,AK 96 X AV DEL SALITRE (CL 66A),ENGATIVA,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1998-02-25
-74.131170245999954,4.699925443000041,802,AV GONZALO ARIZA (KR 110) X AV JOSE CELESTINO MUTIS (AC 63),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2004-05-18
-74.126551999999947,4.711800350000033,1166,KR 110G X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2009-11-06
-74.121664059999944,4.708218170000066,777,TV 106 X AV CHILE (AC 72),ENGATIVA,"VEHICULAR, PEATONAL",SIN,2000-09-25
-74.131003629999952,4.681681150000031,803,AK 97 X DG 24C,FONTIBON,"VEHICULAR, PEATONAL",SIN,2004-09-13
-74.122660439999947,4.669300530000044,785,KR 82 X AV LUIS CARLOS GALAN (AC 24),FONTIBON,VEHICULAR,SIN,1994-02-24
-74.093203249999988,4.596657600000071,1304,AV MARISCAL SUCRE (TV 20) X CL 2 ,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2013-04-13
-74.146831159999977,4.689595130000043,1305,AV VERSALLES (AK 116) X CL 23B,FONTIBON,"VEHICULAR, PEATONAL",SIN,2013-04-06
-74.092305859999954,4.597652400000072,1306,AV MARISCAL SUCRE (TV 20) X CL 3,LOS MARTIRES,"VEHICULAR, PEATONAL",SIN,2013-04-22
-74.140718829999969,4.655328517000044,1307,AV CIUDAD DE CALI (AK 86) X CL 13D,KENNEDY,"VEHICULAR, PEATONAL",SIN,2013-05-08
-74.084037839999951,4.668581690000053,1309,AV DE LA ESMERALDA (AK 60) X CL 66C,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2013-08-04
-74.082908639999971,4.670138110000039,1310,AV DE LA ESMERALDA (AK 60) X CL 67B,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2013-08-04
-74.186295109999946,4.611622840000052,1311,KR 81B X CL 63 S,BOSA,EXCLUSIVA PEATONAL,SIN,2013-08-26
-74.108420239999987,4.632403840000052,1312,KR 56 X AV PUENTE ARANDA (AC 17),PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2013-08-17
-74.120007710999971,4.533173500000032,1313,CABECERA NORTE PORTAL USME,USME,VEHICULAR,SIN,2000-04-03
-74.147563059999982,4.609195750000026,1317,KR 72K X AV POPORO QUIMBAYA (CL 40 S)  Y CL 39B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2013-09-27
-74.119946679999941,4.527087570000049,1318,AV CARACAS (AK 14) X CABECERA SUR PORTAL USME,USME,VEHICULAR,SIN,2004-08-26
-74.061428299999989,4.652749200000073,213,AV GERMAN ARCINIEGAS (AK 11) X CL 67,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1994-03-10
-74.060815859999934,4.654073990000029,203,AV GERMAN ARCINIEGAS (AK 11) X CL 69,CHAPINERO,VEHICULAR,SIN,1994-03-10
-74.062633669999968,4.655733800000064,228,AV CARACAS (AK 14) X CL 69,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",RFID TRANSMILENIO,1993-10-21
-74.062373359999981,4.657276830000058,221,AV CARACAS (AK 14) X CL 70A,BARRIOS UNIDOS,EXCLUSIVA PEATONAL,SIN,1993-12-16
-74.064643679999961,4.661378730000024,263,KR 20C X AV CHILE (AC 72),BARRIOS UNIDOS,VEHICULAR,SIN,1983-03-22
-74.067145639999978,4.663095030000022,308,AV COLOMBIA (AK 24) X AV CHILE (AC 72),BARRIOS UNIDOS,VEHICULAR,SIN,1987-06-14
-74.065121159999933,4.657275800000036,271,KR 17 X CL 69,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2000-06-27
-74.063303389999987,4.650800830000037,241,KR 13 X CL 64,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-03-04
-74.062574529999949,4.650360030000058,227,AV GERMAN ARCINIEGAS (AK 11) X CL 64,CHAPINERO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1998-03-04
-74.063973239999939,4.653126310000062,254,AV CARACAS (AK 14) X CL 66,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1980-10-07
-74.063529219999964,4.654103310000039,243,AV CARACAS (AK 14) X CL 67,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",RFID TRANSMILENIO,1993-10-21
-74.06282189999996,4.653611260000048,235,KR 13 X CL 67,CHAPINERO,"VEHICULAR, PEATONAL",RFID TRANSMILENIO,1993-10-21
-74.061774859999957,4.651994560000048,1172,AV GERMAN ARCINIEGAS (AK 11) X CL 66,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-02-08
-74.120486807999953,4.52768375100004,1319,AV CARACAS (AK 14) X KR 13,USME,VEHICULAR,SIN,2004-08-26
-74.11560462999995,4.513063290000048,1320,AV CARACAS (AK 14) X CL 76 S,USME,"VEHICULAR, PEATONAL",SIN,2013-10-08
-74.10448028999997,4.710792150000032,1322,TV 94L X CL 83,ENGATIVA,"VEHICULAR, PEATONAL",SIN,2013-11-14
-74.073915009999951,4.647098930000027,1323,TV 25 X DG 61B,TEUSAQUILLO,VEHICULAR,SIN,1987-09-25
-74.040894229999935,4.687847990000023,1324,AV GERMAN ARCINIEGAS (AK 11) X CL 106,USAQUEN,"VEHICULAR, PEATONAL",SIN,2013-12-13
-74.059761063999986,4.651695567000047,1340,KR 9 X CL 67,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2014-06-12
-74.128341928999987,4.588290727000072,1385,AV BATALLON CALDAS (KR 50) X DG 42 S,TUNJUELITO,"VEHICULAR, PEATONAL","BOTON, SONORO, BUCLE",2014-07-10
-74.12803889099996,4.590852686000062,1384,AV BATALLON CALDAS (KR 50) X DG 40B S,TUNJUELITO,EXCLUSIVA PEATONAL,"BOTON, SONORO",2014-07-10
-74.058377689999986,4.653921460000049,174,KR 9 X CL 70,CHAPINERO,VEHICULAR,SIN,1998-11-13
-74.056557759999976,4.652830160000065,162,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 70,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1996-11-22
-74.060220249999986,4.655081960000075,193,AV GERMAN ARCINIEGAS (AK 11) X CL 70,CHAPINERO,VEHICULAR,SIN,1993-12-07
-74.05981375999994,4.655692040000076,189,AV GERMAN ARCINIEGAS (AK 11) X CL 70A,CHAPINERO,VEHICULAR,SIN,1993-12-07
-74.060379849999947,4.65843287000007,197,KR 13 X AV CHILE (AC 72),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-12-06
-74.058725079999988,4.657278620000056,178,AV GERMAN ARCINIEGAS (AK 11) X AV CHILE (AC 72),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-03-06
-74.057920059999958,4.654594650000036,170,KR 9 X CL 70A,CHAPINERO,VEHICULAR,SIN,1998-11-13
-74.056938589999959,4.656050040000025,165,KR 9 X AV CHILE (AC 72),CHAPINERO,VEHICULAR,SIN,1998-01-06
-74.053197669999975,4.653138540000043,133,KR 4 X CL 71,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2004-09-15
-74.055440419999968,4.654995370000052,152,AV ALBERTO LLERAS CAMARGO (AK 7) X AV CHILE (AC 72),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1997-03-27
-74.053053889999944,4.655963180000072,129,KR 5 X CL 74,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2003-12-24
-74.05246348999998,4.65731229000005,121,KR 5 X CL 75,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2000-08-09
-74.059540419999962,4.740306507000071,1392,KR 56 X AV DE LA SIRENA (AC 153),SUBA,"VEHICULAR, PEATONAL",SIN,2014-07-08
-74.094806589999962,4.608965950000027,1389,KR 29 X CL 9,LOS MARTIRES,"VEHICULAR, PEATONAL","BOTON, SONORO",2014-07-23
-74.093906509999954,4.608244700000057,1388,KR 28 X CL 9,LOS MARTIRES,"VEHICULAR, PEATONAL","BOTON, SONORO",2014-07-23
-74.064989599999933,4.612768290000076,1396,AV PATRICIO SAMPER GNECCO (KR 3) X CL 26C,SANTA FE,EXCLUSIVA PEATONAL,SIN,2014-08-02
-74.09067867999994,4.620671630000061,1357,KR 33 X AV CIUDAD DE LIMA (AC 19),PUENTE ARANDA,"VEHICULAR, PEATONAL","BOTON, SONORO",2014-08-14
-74.157510369999954,4.64977435000003,1382,KR 90 X CL 6D,KENNEDY,"VEHICULAR, PEATONAL",SIN,2014-09-03
-74.12846916999996,4.664065720000053,1360,KR 82 X AV FERROCARRIL DE OCCIDENTE (AC 22),FONTIBON,"VEHICULAR, PEATONAL","BOTON, SONORO",2014-09-15
-74.052021973999956,4.68203065900002,1399,KR 18 X AV ENRIQUE GRAU ARAUJO (CL 95),CHAPINERO,"VEHICULAR, PEATONAL",SIN,2014-10-10
-74.059667929999989,4.659466140000063,185,KR 13 X CL 73,CHAPINERO,VEHICULAR,SIN,1993-12-03
-74.059154049999961,4.660213070000054,181,KR 13 X CL 74,CHAPINERO,VEHICULAR,SIN,1993-12-03
-74.060350889999938,4.661038160000032,195,AV PASEO DEL COUNTRY (AK 15) X CL 74,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1980-11-13
-74.058527139999967,4.661136140000053,175,KR 13 X CL 75,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2006-11-22
-74.057520429999954,4.659038630000055,166,AV GERMAN ARCINIEGAS (AK 11) X CL 74,CHAPINERO,VEHICULAR,SIN,1994-11-13
-74.059116729999971,4.662862520000033,180,AV PASEO DEL COUNTRY (AK 15) X CL 76,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1980-11-24
-74.058597199999951,4.662518310000053,176,KR 14 X CL 76,CHAPINERO,VEHICULAR,SIN,1994-11-13
-74.058584699999983,4.66383127000006,177,AV PASEO DEL COUNTRY (AK 15) X CL 77,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1980-12-10
-74.057741939999971,4.665342740000028,168,AV PASEO DEL COUNTRY (AK 15) X CL 79,CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",2000-04-26
-74.054410729999972,4.659805020000022,146,KR 9 X CL 76,CHAPINERO,VEHICULAR,SIN,1987-10-07
-74.056191679999984,4.660973330000047,156,AV GERMAN ARCINIEGAS (AK 11) X CL 76,CHAPINERO,VEHICULAR,SIN,1983-05-06
-74.055611919999933,4.661822960000052,153,AV GERMAN ARCINIEGAS (AK 11) X CL 77,CHAPINERO,VEHICULAR,SIN,1983-05-06
-74.05291737999994,4.658850120000068,126,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 76,CHAPINERO,VEHICULAR,SIN,1997-12-27
-74.053892419999954,4.660595490000048,141,KR 9 X CL 77,CHAPINERO,VEHICULAR,SIN,1987-10-07
-74.053317489999984,4.661456309000073,132,KR 9 X CL 78,CHAPINERO,VEHICULAR,SIN,1994-11-14
-74.056522649999977,4.679942700000026,1400,AV LAUREANO GOMEZ (DG 92) X TV 24 Y CL 93BIS,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2014-10-10
-74.056905889999939,4.681647430000055,1401,TV 23 X CL 94,CHAPINERO,"VEHICULAR, PEATONAL",SIN,2014-10-10
-74.051954029999933,4.738428199000054,1402,KR 50 X AV DE LA SIRENA (AC 153),SUBA,"VEHICULAR, PEATONAL",SIN,2014-10-30
-74.133599893999985,4.627385978000064,1350,KR 71A X CL 5,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS","BOTON, SONORO",2014-11-14
-74.054649243999961,4.739083546000074,1403,KR 54 X AV DE LA SIRENA (AC 153),SUBA,"VEHICULAR, PEATONAL",SIN,2014-11-25
-74.073740509999936,4.603140610000025,1362,KR 8 X CL 16,SANTA FE,EXCLUSIVA PEATONAL,"BOTON, SONORO",2015-01-06
-74.086424990999944,4.738265299000034,1412,KR 94 X AV TRANSVERSAL DE SUBA (AC 145),SUBA,"VEHICULAR, PEATONAL","BOTON, SONORO",2014-12-18
-74.074604169999986,4.603711610000062,1359,KR 9 X CL 16,SANTA FE,EXCLUSIVA PEATONAL,"BOTON, SONORO",2015-01-06
-74.181508419999943,4.600262900000075,1365,KR 77M X CL 65 S,BOSA,"VEHICULAR, PEATONAL",SIN,2014-11-28
-74.067233379999948,4.627317720000065,310,KR 13 X DG 40A,SANTA FE,"VEHICULAR, PEATONAL",SIN,1979-07-16
-74.068551299999967,4.628023140000039,334,AV CARACAS (AK 14) X DG 40A,SANTA FE,"VEHICULAR, PEATONAL",SIN,1997-05-01
-74.066960449999954,4.628993110000067,303,KR 13 X CL 41,CHAPINERO,"VEHICULAR, PEATONAL","BOTON, SONORO",1987-01-06
-74.06820031999996,4.629944480000063,324,AV CARACAS (AK 14) X CL 41BIS,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1993-12-16
-74.067725179999968,4.63258662000004,321,AV CARACAS (AK 14) X AV FRANCISCO MIRANDA (AC 45),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1997-04-10
-74.082063649999952,4.630792860000042,1325,KR 33 X CL 27A,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2014-01-09
-74.081703779999941,4.631019610000067,1326,KR 33 X CL 28,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2014-01-09
-74.079928269999982,4.631789570000024,1327,KR 33 X AV CIUDAD DE QUITO (AK 30),TEUSAQUILLO,"VEHICULAR, PEATONAL",VIDEO DETECTOR,2014-01-09
-74.124399320999942,4.684547943000041,1328,TV 93 X AV JORGE ELIECER GAITAN (AC 26),FONTIBON,"VEHICULAR, BICIUSUARIOS",VIDEO DETECTOR,2012-06-29
-74.10451993199996,4.60373265000004,1330,KR 31D X CL 2,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2014-02-08
-74.100833359999967,4.614172980000035,1331,AV CUNDINAMARCA (AK 36) X CL 9,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2014-02-10
-74.101420639999958,4.613503750000064,1332,AV CUNDINAMARCA (AK 36) X CL 8A,PUENTE ARANDA,"VEHICULAR, PEATONAL",VIDEO DETECTOR,2014-02-10
-74.159787479999977,4.686929920000068,1335,KR 123 X AV CENTENARIO (AC 17),FONTIBON,"VEHICULAR, PEATONAL",SIN,2014-04-27
-74.069371697999941,4.616156722000028,1334,KR 13 X CL 29,SANTA FE,EXCLUSIVA PEATONAL,"BOTON, SONORO",2014-04-29
-74.066076329999987,4.664806180000028,285,AV COLOMBIA (AK 24) X CL 74,BARRIOS UNIDOS,VEHICULAR,SIN,1990-04-09
-74.063622829999986,4.659689230000026,247,KR 17 X CL 71A,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2000-07-24
-74.063204949999943,4.660376130000032,240,KR 20A X AV CHILE (AC 72),BARRIOS UNIDOS,VEHICULAR,SIN,1984-06-16
-74.06393769999994,4.660896320000063,253,KR 20B X AV CHILE (AC 72),BARRIOS UNIDOS,VEHICULAR,SIN,1983-03-16
-74.061928289999969,4.659513870000069,219,AV CARACAS (AK 20) X AV CHILE (AC 72),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1997-04-09
-74.061569399999939,4.659255960000053,215,AV PASEO DEL COUNTRY (AK 15) X AV CHILE (AC 72),CHAPINERO,"VEHICULAR, PEATONAL",SIN,1997-04-09
-74.062072669999964,4.662204080000038,220,KR 20A X CL 74,BARRIOS UNIDOS,VEHICULAR,SIN,1993-05-13
-74.061523049999948,4.661845620000065,214,AV CARACAS (AK 20) X CL 74,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1993-07-07
-74.063639849999959,4.663218260000065,246,KR 20C X CL 74,BARRIOS UNIDOS,VEHICULAR,SIN,1993-07-14
-74.061716309999952,4.664500360000034,217,KR 20B X CL 76,BARRIOS UNIDOS,VEHICULAR,SIN,1993-09-30
-74.061131319999959,4.664138040000068,207,AV CARACAS (AK 20) X CL 76,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1993-07-07
-74.05920907999996,4.652637600000048,182,KR 9 X CL 69,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1998-03-04
-74.058252119999963,4.650749120000057,173,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 67,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1997-03-22
-74.068779799999959,4.616115280000031,1333,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 29,SANTA FE,EXCLUSIVA PEATONAL,"BOTON, SONORO",2014-05-06
-74.109108179999964,4.506695900000068,1347,KR 8 X AUTOPISTA AL LLANO (CL 84 S),USME,"VEHICULAR, PEATONAL",SIN,2014-05-24
-74.176990769999975,4.625948740000069,1339,AV CIUDAD DE CALI (AK 86) X DG 49 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2014-05-30
-74.144853639999951,4.634643130000029,1346,TV 78C X CL 6H,KENNEDY,"EXCLUSIVA PEATONAL, BICIUSUARIOS","BOTON, SONORO",2014-06-05
-74.151381989999948,4.66914773000002,1380,KR 100 X AV CENTENARIO (DG 16),FONTIBON,"VEHICULAR, PEATONAL","BOTON, SONORO",2014-06-14
-74.033310044999951,4.760301359000039,1337,KR 11 X AV SAN ANTONIO (AC 183),USAQUEN,"VEHICULAR, PEATONAL",SIN,2014-07-03
-74.084444284999961,4.744137943000055,1344,KR 92 X CL 148,SUBA,"VEHICULAR, PEATONAL",SIN,2014-06-12
-74.068430219999982,4.620178700000054,332,KR 13 X CL 33,SANTA FE,"VEHICULAR, PEATONAL",SIN,1998-01-05
-74.066010689999985,4.617594740000072,287,KR 5 X CL 32,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-12-07
-74.064886539999975,4.620671580000021,265,KR 5 X CL 34,SANTA FE,"VEHICULAR, PEATONAL",SIN,1997-04-25
-74.068119769999953,4.621969780000029,325,KR 13 X AV TEUSAQUILLO (CL 34),SANTA FE,"VEHICULAR, PEATONAL","BOTON, SONORO",1998-01-05
-74.067597399999954,4.62509840000007,317,KR 13 X CL 37,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-09-09
-74.066449009999985,4.623365770000021,292,AV ALBERTO LLERAS CAMARGO (AK 7) X CL 36,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-08-30
-74.054960709999989,4.66276184000003,149,AV GERMAN ARCINIEGAS (AK 11) X CL 78,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-12-10
-74.053405509999948,4.665024840000058,134,AV GERMAN ARCINIEGAS (AK 11) X CL 81,CHAPINERO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1994-11-07
-74.052962969999953,4.665686890000074,128,AV GERMAN ARCINIEGAS (AK 11) X CL 82,CHAPINERO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1994-11-07
-74.067390609999961,4.668456850000041,315,KR 28 X CL 76,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2003-12-11
-74.064831769999955,4.666723840000032,264,AV COLOMBIA (AK 24) X CL 76,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1990-04-02
-74.065048609999963,4.671268570000052,269,KR 28 X AV MEDELLIN (AC 80),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,2003-12-11
-74.063441179999984,4.669168440000021,242,AV COLOMBIA (AK 24) X AV MEDELLIN (AC 80),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1997-09-04
-74.061587039999949,4.666878340000039,212,KR 21 X AV MEDELLIN (AC 80),BARRIOS UNIDOS,VEHICULAR,BUCLE,2006-12-14
-74.060870989999955,4.66671105000006,202,AV PASEO DE LOS LIBERTADORES (AK 20) X CL 80BIS,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",BUCLE,2006-12-14
-74.062889179999956,4.673469250000039,237,AV COLOMBIA (AK 24) X CL 85A,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1995-02-06
-74.065879969999969,4.678599080000026,281,AV ALFREDO D BATERMAN (AK 50) X CL 87,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1988-04-28
-74.062558809999985,4.675557900000058,226,AV COLOMBIA (AK 24) X CL 87,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1993-07-07
-74.064282209999988,4.68125260000005,255,AV ALFREDO D BATERMAN (AK 50) X CL 93,BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1988-02-11
-74.068725899999947,4.72977996000003,346,AV BOYACA (AK 72) X AV CAMINO DEL PRADO (AC 138),SUBA,"VEHICULAR, PEATONAL",SIN,2000-07-10
-74.066676629999961,4.729045330000076,295,KR 58D X AV CAMINO DEL PRADO (AC 138),SUBA,"VEHICULAR, PEATONAL",SIN,2006-10-05
-74.064426629999957,4.728236510000045,259,AV LAS VILLAS (AK 58) X AV CAMINO DEL PRADO (AC 138),SUBA,"VEHICULAR, PEATONAL",SIN,1993-09-16
-74.056806989999984,4.716011640000033,163,KR 50 X CL 129,SUBA,"VEHICULAR, PEATONAL",SIN,2000-04-26
-74.05598090999996,4.715939100000071,155,KR 49 X CL 129,SUBA,"VEHICULAR, PEATONAL",SIN,2000-04-26
-74.056264169999963,4.719269320000024,158,KR 50 X AV IBERIA (AC 134),SUBA,"VEHICULAR, PEATONAL",SIN,2001-09-10
-74.055432359999941,4.719181150000054,151,KR 49 X AV IBERIA (AC 134),SUBA,"VEHICULAR, PEATONAL",SIN,2001-09-10
-74.05560429999997,4.724983200000054,154,KR 52 X AV CAMINO DEL PRADO (AC 138),SUBA,"VEHICULAR, PEATONAL",SIN,2000-05-12
-74.05407914999995,4.724421070000062,144,KR 49 X AV CAMINO DEL PRADO (AC 138),SUBA,"VEHICULAR, PEATONAL",SIN,2000-06-13
-74.065301499999975,4.742536170000051,272,AV BOYACA (AK 72) X AV DE LA SIRENA (AC 153),SUBA,"VEHICULAR, PEATONAL",SIN,2008-03-07
-74.065757519999977,4.755478980000021,277,AV BOYACA (AK 72) X CL 169B,SUBA,"VEHICULAR, PEATONAL",SIN,2001-10-10
-74.061452119999956,4.750092960000074,211,KR 62 X CL 167,SUBA,"VEHICULAR, PEATONAL",SIN,2004-03-04
-74.065779249999935,4.760572130000071,278,AV BOYACA (AK 72) X AV SAN JOSE (CL 170),SUBA,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2000-12-20
-74.056441369999959,4.749386510000022,160,KR 55A X CL 167,SUBA,"VEHICULAR, PEATONAL",SIN,2006-09-26
-74.059473479999951,4.754200130000072,183,KR 62 X CL 169B,SUBA,"VEHICULAR, PEATONAL",SIN,2006-10-12
-74.058060619999935,4.754528400000026,1133,AV LAS VILLAS (AK 58) X AV SAN JOSE (CL 170),SUBA,EXCLUSIVA PEATONAL,SIN,2006-10-12
-74.057890879999945,4.753994240000054,167,AV LAS VILLAS (AK 58) X  CL 169B,SUBA,"VEHICULAR, PEATONAL",SIN,2006-10-12
-74.049861989999954,4.752559890000043,105,KR 49B X AV SAN JOSE (CL 170),SUBA,EXCLUSIVA PEATONAL,SIN,2003-11-14
-74.047193249999964,4.717904330000067,79,AV SANTA BARBARA (AK 19) X AV CONTADOR (AC 134),USAQUEN,"VEHICULAR, PEATONAL",SIN,1997-03-23
-74.046650411999963,4.720478739000043,71,AV SANTA BARBARA (AK 19) X CL 136,USAQUEN,VEHICULAR,SIN,1994-12-16
-74.046253239999942,4.724158980000027,68,AV SANTA BARBARA (AK 19) X CL 142,USAQUEN,VEHICULAR,SIN,1993-12-06
-74.045381449999979,4.729774600000042,61,AV SANTA BARBARA (AK 19) X AV CEDRITOS (AC 147),USAQUEN,VEHICULAR,SIN,1989-10-01
-74.044560999999987,4.732877060000021,60,AV SANTA BARBARA (AK 19) X CL 151,USAQUEN,"VEHICULAR, PEATONAL",SIN,1998-06-09
-74.065690469999936,4.64411031000003,275,AV CARACAS (AK 14) X AV GILBERTO ALZATE AVENDANO (AC 57),TEUSAQUILLO,"VEHICULAR, PEATONAL","BOTON, SONORO",1997-06-12
-74.068071559999964,4.647659650000037,323,KR 17 X CL 60,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1990-04-11
-74.067146435999973,4.647487216000059,311,KR 16 X CL 60,TEUSAQUILLO,VEHICULAR,SIN,1990-09-18
-74.066717769999968,4.650032430000067,298,KR 16 X AV JOSE CELESTINO MUTIS (AC 63),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1980-07-14
-74.065140809999946,4.647135140000046,270,AV CARACAS (AK 14) X CL 60,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1986-05-12
-74.064694699999961,4.649664750000056,261,AV CARACAS (AK 14) X AV JOSE CELESTINO MUTIS (AC 63),BARRIOS UNIDOS,"VEHICULAR, PEATONAL",SIN,1997-04-09
-74.064457059999938,4.643852290000041,260,KR 13 X CL 57,CHAPINERO,"VEHICULAR, PEATONAL",SIN,1993-07-02
